id	duration	text
03xD5BhCG94_15-8-rgb_front	1.12	Point the toe down.
03xD5BhCG94_16-8-rgb_front	0.83	Inhale.
03xD5BhCG94_17-8-rgb_front	0.29	Up.
03xD5BhCG94_18-8-rgb_front	0.83	Exhale.
03xD5BhCG94_19-8-rgb_front	2.04	Flex and squeeze down.
03xD5BhCG94_2-8-rgb_front	1.38	The abs are pulled in.
03xD5BhCG94_20-8-rgb_front	0.58	Point.
03xD5BhCG94_21-8-rgb_front	0.46	Down.
03xD5BhCG94_22-8-rgb_front	1.04	Inhale.
03xD5BhCG94_23-8-rgb_front	0.21	Up.
03xD5BhCG94_24-8-rgb_front	1.12	Exhale.
03xD5BhCG94_25-8-rgb_front	2.58	Flex and squeeze down.
03xD5BhCG94_3-8-rgb_front	1.67	The ribcage is pulled in.
03xD5BhCG94_4-8-rgb_front	7.54	And, you make a little pillow for your head with your elbow bent, so that the head is fairly in line with the spine.
03xD5BhCG94_5-8-rgb_front	7.71	Whenever you are doing legwork and you find yourself rolling to one side or the other, try and straighten yourself out by engaging your abs.
03xD5BhCG94_6-8-rgb_front	5.25	So, in this exercise, we have the band around our foot covering the toes.
03xD5BhCG94_7-8-rgb_front	2.75	We are going to point the toe down.
03xD5BhCG94_8-8-rgb_front	5.58	And, the reason we do that is that we want to work the back of the leg as opposed to the quadriceps.
03xD5BhCG94_9-8-rgb_front	2.5	If we point up, we will be working this muscle.
04-j8JucIXg_0-8-rgb_front	4.12	Hi, this is John Stewart, and this is how to raise the tent when setting up your tent.
04-j8JucIXg_1-8-rgb_front	4.08	Once you've got your poles inserted into the tent, you can then raise up your tent.
04-j8JucIXg_10-8-rgb_front	4.75	Yes, it can get frustrating, but just take your time, and it'll go up nice and smoothly.
04-j8JucIXg_11-8-rgb_front	3.29	And if you do have that friend, grab him and they can help you out.
04-j8JucIXg_12-8-rgb_front	1.46	And this is how to raise the tent.
04-j8JucIXg_2-8-rgb_front	9.21	Once you've got the poles crisscrossed at the center, most of the time, they're tied together to where they're standing and you don't have to hold them any longer, you can then go into raising the tent.
04-j8JucIXg_3-8-rgb_front	7.88	The tent's going to have two things to put it through, you can either have the poles that have sleeves that Velcro over the pole, or you'll have clips.
04-j8JucIXg_4-8-rgb_front	2.5	Both of them are very fast and efficient to set up.
04-j8JucIXg_5-8-rgb_front	1.96	The clips seem to be a little bit sturdier.
04-j8JucIXg_6-8-rgb_front	4.21	You just go along the pole and clip them one by one until you get them all clipped.
04-j8JucIXg_7-8-rgb_front	2.75	Once you've got them clipped, the tent should be stood upright.
04-j8JucIXg_8-8-rgb_front	2.04	And then you can go into staking out your tent.
04-j8JucIXg_9-8-rgb_front	4.08	One thing to remember is that setting up a tent, you can do this with one person.
04DtdCu2kfg_0-5-rgb_front	1.58	Hi, this is Sean Hobson.
04DtdCu2kfg_1-5-rgb_front	3.09	Right now we're talking about the man-to-man defense.
04DtdCu2kfg_10-5-rgb_front	2.59	"What if my guy is still standing out there?"""
04DtdCu2kfg_11-5-rgb_front	5.96	Well right now, he's the farthest person away to getting the ball, we're not really concerned about that.
04DtdCu2kfg_12-5-rgb_front	13.1	So what we want this defender to do, is to drop all the way, in fact we want him underneath the basket, splitting, his body should be splitting the middle of the floor, even over a little bit.
04DtdCu2kfg_13-5-rgb_front	15.72	Because what's going to happen is, if this guy beats his man on the drive, the only person back to help is this guy right here on defense and he's going to have to come out and try to either take a charge or stop this guy's drive.
04DtdCu2kfg_14-5-rgb_front	3.34	"Now, you say, ""But what about my man on the other side?"""
04DtdCu2kfg_15-5-rgb_front	10.47	Well, sometimes you get beat on that with the simple fact that if he has to close up here on the drive and his man comes in, then this guy could dish off.
04DtdCu2kfg_16-5-rgb_front	6.3	You've just got to be a good enough defender that you could come out and play defense here and get back on here.
04DtdCu2kfg_17-5-rgb_front	9.01	But the main thing is, we want to be in help side deep here and even if this guy skips the ball back, you're going to be able to recover.
04DtdCu2kfg_18-5-rgb_front	5.63	So make sure when the ball is opposite your man that you get all the way into the half court.
04DtdCu2kfg_19-5-rgb_front	8.17	You see how he's dropped low enough too that he could see ball and his man when he's looking up the court.
04DtdCu2kfg_2-5-rgb_front	6.13	We're talking about the positioning of our defensive man as the ball moves around the perimeter.
04DtdCu2kfg_20-5-rgb_front	5.59	That's very very important to know where the ball and your man is in the man-to-man defense.
04DtdCu2kfg_3-5-rgb_front	4.42	Obviously, when they have the ball, we're on the ball with our defense.
04DtdCu2kfg_4-5-rgb_front	5.34	Then as the ball moves one pass away, we changed into deny defense.
04DtdCu2kfg_5-5-rgb_front	4.59	"Then as the ball moved to the top, we talked about being in ""help side""."
04DtdCu2kfg_6-5-rgb_front	5.21	The main thing is, we want this guy to pointing to the ball and his man.
04DtdCu2kfg_7-5-rgb_front	4.42	What we want to talk about now is a little bit different style of help side.
04DtdCu2kfg_8-5-rgb_front	8.51	That's when the ball actually swings all the way to the opposite side away from the side of your man.
04DtdCu2kfg_9-5-rgb_front	4.25	"A lot of people are concerned, ""What happens to my guy?"
04VKILduLSM_0-8-rgb_front	2.5	If you want to go to Vegas and make some money at the crap table.
04VKILduLSM_1-8-rgb_front	3.12	My name is Dean Hale and I'm going to teach you how to win at craps.
04VKILduLSM_10-8-rgb_front	2.5	So that's going to give you a better chance to hedge your bet.
04VKILduLSM_11-8-rgb_front	4.12	What you are going to want to do is eventually have money on three different numbers.
04VKILduLSM_12-8-rgb_front	3.71	This takes down the casino advantage to it's lowest point.
04VKILduLSM_13-8-rgb_front	5.04	That's the easiest way to try to win some money at craps, is to minimize the casino's advantage.
04VKILduLSM_14-8-rgb_front	10.46	So pass line, if they don't hit their seven eleven initially, try to get it on the come out line, your money on two different numbers so you can minimize the casino's advantage.
04VKILduLSM_15-8-rgb_front	4.33	My name is Dean Hale and I've just given you the best advice you can get about winning at craps.
04VKILduLSM_2-8-rgb_front	5.38	Craps is a game where if you roll as the shooter comes out and shoots and he rolls a seven or eleven you win.
04VKILduLSM_3-8-rgb_front	1.79	But there's also other ways to win at craps.
04VKILduLSM_4-8-rgb_front	6.42	There's a pass line, and if you put the money on the pass line and the shooter rolls a seven or an eleven, you win automatically.
04VKILduLSM_5-8-rgb_front	2.88	Unfortunately if they roll two, three or twelve you lose.
04VKILduLSM_6-8-rgb_front	7.29	Now what you are going to want to do is the safest way to hedge your bet in craps is to try to have your money on three different numbers.
04VKILduLSM_7-8-rgb_front	4.71	So what you are going to do is you are going to put money down on the pass line, and if they roll a seven or eleven great you win.
04VKILduLSM_8-8-rgb_front	1.5	Take the money off and you can bet again.
04VKILduLSM_9-8-rgb_front	7.25	If they don't and they hit their point or say they roll an eight and that's their point, you want to put some money on the come out line.
04hnjLKHh2g_0-5-rgb_front	3.29	Now I'll show you how to use a pastry bag.
04hnjLKHh2g_1-5-rgb_front	16.04	First you want to hold the pastry bag in your hand like this, and with your thumb and your finger, gather up the excess bag on the top.
04hnjLKHh2g_10-5-rgb_front	6.96	We're just going to use a star tip and make little stars for our border.
04hnjLKHh2g_11-5-rgb_front	9.33	And how you do that is you squeeze, holding the tip just slightly above the cake.
04hnjLKHh2g_12-5-rgb_front	5.42	You're not touching the cake, you're not pushing the tip into the cake.
04hnjLKHh2g_13-5-rgb_front	8.92	You're holding it just a tiny bit above, maybe an eighth of an inch above the cake, and squeezing.
04hnjLKHh2g_14-5-rgb_front	9.67	And then before you lift the tip away, you want to release pressure.
04hnjLKHh2g_15-5-rgb_front	6.5	Now if you continue with pressure while you're lifting, you're going to end up with a big tip.
04hnjLKHh2g_16-5-rgb_front	4.46	Okay, let me show you that again nice and close up.
04hnjLKHh2g_17-5-rgb_front	2.54	First I'm going to clean off the tip there.
04hnjLKHh2g_18-5-rgb_front	6.75	Now you hold the tip about an eighth of an inch over the surface.
04hnjLKHh2g_19-5-rgb_front	4.04	And you squeeze, until you get a little star.
04hnjLKHh2g_2-5-rgb_front	6.17	The fullness of the bag is going to sit in the palm of your hand like that.
04hnjLKHh2g_20-5-rgb_front	6.38	And you release the pressure of your hand and lift up at the same time.
04hnjLKHh2g_21-5-rgb_front	2.92	Now here's what you don't do.
04hnjLKHh2g_22-5-rgb_front	4.71	I'm squeezing, squeezing, squeezing and then I'm lifting.
04hnjLKHh2g_23-5-rgb_front	5.0	And I end up with a big tip here that we don't want.
04hnjLKHh2g_24-5-rgb_front	7.46	You want to hold it, squeeze, release pressure, and pull up.
04hnjLKHh2g_25-5-rgb_front	2.46	And then you get a nice star.
04hnjLKHh2g_3-5-rgb_front	13.29	Now you can twist the bag while pinching that top, pinching the twist, with your thumb and your finger, in your hand like that.
04hnjLKHh2g_4-5-rgb_front	6.0	And that causes a pressure in the bag.
04hnjLKHh2g_5-5-rgb_front	9.17	You can feel that it gets full and tight, and you really want to hold on tightly with your thumb and finger like that.
04hnjLKHh2g_6-5-rgb_front	11.83	Now you'll use your fingers - the other four fingers - and your palm to squeeze the bag.
04hnjLKHh2g_7-5-rgb_front	15.29	And as it squeezes the frosting out, you'll have to continue to turn and twist the bag while holding on tightly with your thumb and the edge of your hand right here.
04hnjLKHh2g_8-5-rgb_front	13.92	You can see here how as I twist it I'm holding tightly here, and when I squeeze, the frosting will come out.
04hnjLKHh2g_9-5-rgb_front	3.5	And I'm squeezing with my fingers and my palm.
05LWN7tIdEo_0-5-rgb_front	19.96	If I hit a shot, and I have this right hand, so I hit a shot, I'm already slower, if I've got my left hand I can turn and be going or I can grab across like this.
05LWN7tIdEo_1-5-rgb_front	25.58	So, while this hand is free, I'm moving
05LWN7tIdEo_2-5-rgb_front	3.79	Now, much better position right here.
05LWN7tIdEo_3-5-rgb_front	9.67	And those are little things that you just have to learn over the years, unless somebody watches you and says get your butt out of this part of the court, you know.
05LWN7tIdEo_4-5-rgb_front	15.75	But, I'm not a pro tennis player, these are just little things I know in my head
05LWN7tIdEo_5-5-rgb_front	1.75	It's different, it's a whole different world.
05LWN7tIdEo_6-5-rgb_front	7.71	Now, your strokes would be better than mine, even right now, but you'd be all fouled up with the, with the wheel chair.
05LWN7tIdEo_7-5-rgb_front	6.96	But, a good player, that has the strokes, once they get the wheel chair down, you're in trouble.
05gjcxakphc_1-5-rgb_front	6.71	For starters, you have to know how to pair your shoes with the right outfit.
05gjcxakphc_10-5-rgb_front	12.62	You can wear them over jeans, under jeans, or here you can pair them with leggings and they have a slenderizing affect.
05gjcxakphc_11-5-rgb_front	5.67	Join us in the next segment and we're going to be talking about how to accessorize with a belt.
05gjcxakphc_2-5-rgb_front	15.04	If you're wearing a dress, such as a short dress, you can wear large, clunky shoes that may or may not match your outfit.
05gjcxakphc_3-5-rgb_front	8.58	One of my favorite things to do is to wear large wedge shoes with a short, cute cocktail dress.
05gjcxakphc_4-5-rgb_front	9.71	Also what you can do is this: today I'm wearing a pair of jeans that I paired up with some heels.
05gjcxakphc_5-5-rgb_front	7.21	If you take a look at these shoes... which I actually got from a fashion sale, directly from the designer.
05gjcxakphc_6-5-rgb_front	3.08	They're kind of fun.
05gjcxakphc_7-5-rgb_front	8.0	They may not go with every outfit but I have a pretty plain top and jeans on.
05gjcxakphc_8-5-rgb_front	20.33	And since they are heels, they can actually make your legs look longer and that can help out any body and any figure when you wear jeans.
05gjcxakphc_9-5-rgb_front	4.04	Boots are also a versatile and popular thing this winter.
05pLyheXjeo_0-5-rgb_front	5.25	Here I have another style of a criss cross strap, in a back view.
05pLyheXjeo_1-5-rgb_front	10.17	What I have done here, is show that the garment that it's criss crossing and attached to.
05pLyheXjeo_10-5-rgb_front	2.21	Only they're not braided.
05pLyheXjeo_11-5-rgb_front	2.12	But they criss cross each other.
05pLyheXjeo_12-5-rgb_front	1.25	They don't just cross.
05pLyheXjeo_13-5-rgb_front	1.5	They criss cross.
05pLyheXjeo_14-5-rgb_front	2.67	So there's cross and there's criss cross.
05pLyheXjeo_15-5-rgb_front	8.33	And then, it doesn't have to have, necessarily this many straps.
05pLyheXjeo_16-5-rgb_front	2.83	It could have more straps than this.
05pLyheXjeo_17-5-rgb_front	10.08	What it's showing is that somehow probably, they are going to be sewn in, to the back of it.
05pLyheXjeo_18-5-rgb_front	1.88	And maybe they attach in the front.
05pLyheXjeo_19-5-rgb_front	1.62	Or maybe they're stretchy.
05pLyheXjeo_2-5-rgb_front	2.38	is going straight across the back.
05pLyheXjeo_20-5-rgb_front	2.75	And it just gets, put over the head.
05pLyheXjeo_21-5-rgb_front	4.12	But this is just another version of a criss cross strap for neck.
05pLyheXjeo_3-5-rgb_front	1.5	There is your seam lines.
05pLyheXjeo_4-5-rgb_front	3.75	But the criss cross factor and remember this is a back view.
05pLyheXjeo_5-5-rgb_front	2.54	Because, I cut off her head.
05pLyheXjeo_6-5-rgb_front	3.04	When you see that, that means it's on the back.
05pLyheXjeo_7-5-rgb_front	3.71	I also have indicated back view, if you can't read it.
05pLyheXjeo_8-5-rgb_front	4.83	But the criss cross means that over, under, over, under.
05pLyheXjeo_9-5-rgb_front	0.96	Like they're braided.
05snMPwCV98_0-5-rgb_front	13.75	The next variation of a vest that you can design, or that you can build on, as far as your design process goes, and again, all this stuff is for you to just try.
05snMPwCV98_1-5-rgb_front	7.54	Don't take my ideas literally, because what I'm doing now, and don't take them as who I am as a designer, either.
05snMPwCV98_10-5-rgb_front	2.25	There's not really a term for that.
05snMPwCV98_11-5-rgb_front	5.5	It's just too short for being long, and too long for being shrunken.
05snMPwCV98_12-5-rgb_front	3.38	Shrunken is just shrunken all around.
05snMPwCV98_13-5-rgb_front	6.0	Ribbing, you know what a ribbing is, knit contrast to the regular knit that's there.
05snMPwCV98_2_3-5-rgb_front	23.83	I need to say that, because they're just shapes for you to build on. I'm doing the most basic and elementary things that I can think of, that give my concept a way of establishing itself in your head, and then letting you build on that concept.
05snMPwCV98_4-5-rgb_front	4.33	This is a shrunken sweater vest with ribbing.
05snMPwCV98_5-5-rgb_front	1.92	Everybody knows what that is.
05snMPwCV98_6-5-rgb_front	9.04	It's going to hit to be shrunken, and needs to hit above, above the hips.
05snMPwCV98_7-5-rgb_front	3.88	It needs to hit above the waist typically, or right at the waist.
05snMPwCV98_8-5-rgb_front	1.46	That's technically shrunken.
05snMPwCV98_9-5-rgb_front	6.46	If it hits a little bit below the waist, well, you just don't need to try it, because it shrinks.
05svBr3FJD4_1-5-rgb_front	107.46	This one is called X marks the spot and it's a little routine you do to try to give your child a chill with goose bumps all over, Ruckel is going to help us turn around so that I can see your back (hand motion) X marks the spot with a circle and a dot shrivel up shrivel down shrivel all around with a pinch and a squeeze and a nice cool breeze (blow) these are the chills (laughing) did you get goose bumps (ya) This one is called crack an egg on your head (hand motions) Crack an egg on your head let the yolk drip down let the yolk drip down let the yolk drip down, crack an egg on your head let the yolk drip down squeeze an orange on your shoulders let the juice drip down let the juice drip down squeeze an orange on your shoulders let the juice drip down let the juice drip down, spiders crawling up your back spiders crawling down spiders crawling up your back spiders crawling down with a pinch and a squeeze and a cool ocean breeze (blow) did you feel the chills (ya)
06S7xXXHWIs_0-5-rgb_front	9.38	The final area to massage for a dog with, especially with problems with the front legs is going to be the side of the face, between the eye and the jaw.
06S7xXXHWIs_1-5-rgb_front	3.29	Again, this may be an area that a dog will object to.
06S7xXXHWIs_10-5-rgb_front	3.83	You get them used to it over time work them into it.
06S7xXXHWIs_11-5-rgb_front	8.5	Just get them used to a little bit of face touching, and then as they get calmer, you can do a little bit more, and a little bit more.
06S7xXXHWIs_2-5-rgb_front	1.96	Some dogs will really like it.
06S7xXXHWIs_3-5-rgb_front	10.25	If your dog will allow you to do it, those cheek muscles right between the eye and the bottom of the jaw, just a nice circular motion.
06S7xXXHWIs_4-5-rgb_front	4.5	You want to be a little bit more gentle in this area than you've been on the back.
06S7xXXHWIs_5-5-rgb_front	8.33	There's not as thick a muscle, and this is a good, relaxing pain relieving
06S7xXXHWIs_6-5-rgb_front	3.88	It's a continuation of one of those nice front leg meridians.
06S7xXXHWIs_7-5-rgb_front	3.12	So again, you're going to do the same on the other side.
06S7xXXHWIs_8-5-rgb_front	15.42	If the dog is nice and relaxed and quiet you can do both cheeks at once, and you're just going to do a nice broad fingertip or palm of the hand circular motion, and just relax that whole area.
06S7xXXHWIs_9-5-rgb_front	7.71	This is one
06St8W_JHok_0-5-rgb_front	6.0	The first step of our seascape is, surprise, surprise, not supplies.
06St8W_JHok_1-5-rgb_front	5.25	Actually, what we first want to do is decide what we want to paint.
06St8W_JHok_10-5-rgb_front	3.75	And this is kind of the next step, what makes a good picture?
06St8W_JHok_11-5-rgb_front	9.67	For example, this picture here on the left, oh that tree there and that gnarled piece of driftwood which has been pushed up right by the current in the sand.
06St8W_JHok_12-5-rgb_front	1.5	That's pretty interesting.
06St8W_JHok_13-5-rgb_front	2.92	But the problem is the framing's all wrong.
06St8W_JHok_14-5-rgb_front	7.67	This here in the foreground is kind of blocking out and distracting from the very interesting landscape back here behind.
06St8W_JHok_15-5-rgb_front	1.75	Most of which is water.
06St8W_JHok_16-5-rgb_front	4.5	Seascapes do not have to purely be just the sea.
06St8W_JHok_17-5-rgb_front	4.25	Actually, if you're ever painting just water it's kind of boring.
06St8W_JHok_18-5-rgb_front	6.83	It's nice to have a shoreline, some shore items, some froth and foam, some out cropping rocks.
06St8W_JHok_19-5-rgb_front	2.25	But this here is just too distracting.
06St8W_JHok_2-5-rgb_front	2.33	There are a variety of ways you can do this.
06St8W_JHok_20-5-rgb_front	2.96	Despite it being interesting, it's a no go.
06St8W_JHok_21-5-rgb_front	2.5	So this one, that's out.
06St8W_JHok_22-5-rgb_front	3.46	Now this one on the other hand, this one holds promise.
06St8W_JHok_23-5-rgb_front	7.54	You again, have a prominent sea on the side, a lot of water and beach and waves breaking in the surf here.
06St8W_JHok_24-5-rgb_front	11.5	And you have a really cool geological, basically, out cropping here which has been eroded around by the water but it's so tall it has fertile soil on the top.
06St8W_JHok_25-5-rgb_front	0.79	So this is great.
06St8W_JHok_26-5-rgb_front	1.54	This is like a little island.
06St8W_JHok_27-5-rgb_front	8.42	It is an island right in the middle of the sea with nice shears, strong lines, which is going to make for a very interesting subject for your seascape.
06St8W_JHok_3-5-rgb_front	7.21	First and foremost, if you can paint outdoors, you have a great beach nearby, get out of your house!
06St8W_JHok_4-5-rgb_front	5.67	Heck, you can stop watching this right now and run out after you see the remaining steps.
06St8W_JHok_5-5-rgb_front	1.62	That's the best way to do it.
06St8W_JHok_6-5-rgb_front	2.96	Up there, live, close and personal.
06St8W_JHok_7-5-rgb_front	2.12	So, go down to the beach and paint.
06St8W_JHok_8-5-rgb_front	2.25	Paint whatever strikes you as interesting.
06St8W_JHok_9-5-rgb_front	6.88	Now if you're not so lucky to live near the ocean then you have to rely on pictures.
06Yvm4X81WI_0-5-rgb_front	8.17	Let's start by talking about one of the most basic and archaic ways to cut a hole in the ice, and that's using a hand chisel.
06Yvm4X81WI_1-5-rgb_front	6.12	Now, safety again is always the most important aspect.
06Yvm4X81WI_10-5-rgb_front	7.92	But, they're great to have, especially for checking the ice, close to shore when you come out on a water body.
06Yvm4X81WI_11-5-rgb_front	11.67	There's really nothing much to it, other than simply taking a firm grasp on it, and just starting to cut into the ice.
06Yvm4X81WI_12-5-rgb_front	10.5	Chipping it out as you go, rotate the blade and just continue with it until you hit that water.
06Yvm4X81WI_13-5-rgb_front	9.42	One good tip is, and I don't have it here today, but is to always attach a rope with a tied loop to the top of this.
06Yvm4X81WI_14-5-rgb_front	15.29	You can put that around your wrist, put it around your shoulders, so just in case, when you finally go through, if you loose your grip on your chisel, you're not going to lose it, because your rope will help save it.
06Yvm4X81WI_2-5-rgb_front	4.04	The blades are these chisels are typically pretty sharp.
06Yvm4X81WI_3-5-rgb_front	3.71	You always want to cover them when they're not in use.
06Yvm4X81WI_4-5-rgb_front	9.5	You always want to be conscious of where that blade is, in relation to where you are, where your kids, where your friends are when you're fishing.
06Yvm4X81WI_5-5-rgb_front	2.46	Now, these chisels are great to have.
06Yvm4X81WI_6-5-rgb_front	7.5	I always bring one with me, especially early and late season, when the ice is thin.
06Yvm4X81WI_7-5-rgb_front	6.12	It's a great way to chop a quick hole, probably only take you a minute or so.
06Yvm4X81WI_8-5-rgb_front	11.17	During mid-winter, when the ice is thick, say even thicker than six, seven inches, using a hand chisel can be quite a task.
06Yvm4X81WI_9-5-rgb_front	4.08	Taking maybe upwards of five, six minutes to cut a decent hole.
06bQ_DxQGJU_0-5-rgb_front	14.03	Okay, in this segment I am going to serve to Ken, he is going to return his forehead up the line, he is going to return them down the middle and he is going to return them cross court.
06bQ_DxQGJU_1-5-rgb_front	6.9	It is very important that you practice hitting all your server turns to the different parts of the court.
06bQ_DxQGJU_2-5-rgb_front	13.67	For example, if you are playing doubles, you are going to want to learn to return all your balls cross court, because if you go up the line there is going to be player there ready to volley the ball.
06bQ_DxQGJU_3-5-rgb_front	23.8	Now there is exceptions to that because sometimes they will mix up where they stand but in singles your best return is generally down the middle, but if you the player you are playing is serving and he is rushing the net, you might not want to give it right to him, you might want to be on a hit an angle cross court or go down the line.
06bQ_DxQGJU_4-5-rgb_front	11.83	So Ken is going to demonstrate how to serve or turn the serve down the line, okay again.
06bQ_DxQGJU_5-5-rgb_front	4.37	Okay, that one went up the middle because he did not turn enough on the ball.
06bQ_DxQGJU_6-5-rgb_front	9.93	Down the line Ken, turn, turn, turn, good okay, now return it to me.
06bQ_DxQGJU_7-5-rgb_front	6.0	Okay that one is right up the middle, right up the middle, good shot.
06bQ_DxQGJU_8-5-rgb_front	38.75	Cross court, so you see how Ken has to move his body to go cross court and one more, okay so that is the idea is you want to be able to return to all different spots of the court and as you get more proficient you can hit them short, wider, angled, you can return them deep so you can move, you can keep the server off balance with a high quality return.
06d7cIO6KsA_0-5-rgb_front	6.88	From time to time many cats will have an episode of diarrhea.
06d7cIO6KsA_1-5-rgb_front	8.5	So one of the things that you want to do is check your litter box daily to see if the stool is normal.
06d7cIO6KsA_2-5-rgb_front	5.46	This stool in the middle of the box here is a completely normal stool.
06d7cIO6KsA_3-5-rgb_front	16.33	It is formed, and it is not too hard, it is definitely bend-able and, and, not so firm that you can't deform it.
06d7cIO6KsA_4-5-rgb_front	3.12	This, on the other hand is definitely diarrhea.
06d7cIO6KsA_5-5-rgb_front	7.42	This is soft, there's hardly any form to it and you can see that it's almost a pudding consistency.
06d7cIO6KsA_6-5-rgb_front	29.46	If at home your cat has diarrhea just one time and it seems to be otherwise healthy, it's playing, its eating normally, everything else is going well, you can try adding some soft cooked rice to your cat's food for a day or two, and if you're feeding a lot of treats, or if it's been getting any table food you'd want to discontinue that.
06d7cIO6KsA_7-5-rgb_front	9.83	Definitely if the diarrhea continues for more than a day then you should consult with your veterinarian about further treatment options.
06jk1stVwMI_0-5-rgb_front	5.23	Bridge pose is a classic finishing pose that can be done in prenatal yoga.
06jk1stVwMI_1-5-rgb_front	4.65	As long as it's still comfortable for you to be lying on your back.
06jk1stVwMI_10-5-rgb_front	2.82	Now press in the hips up to the sky.
06jk1stVwMI_11-5-rgb_front	6.3	Nice gentle strengthening of the spine, helps relieve some tension.
06jk1stVwMI_12-5-rgb_front	1.45	Keep looking straight up.
06jk1stVwMI_13-5-rgb_front	4.05	Whenever you have any constriction on the neck, not looking side to side.
06jk1stVwMI_14-5-rgb_front	6.15	Keep looking straight up to the sky, pressing your arms down into the mat.
06jk1stVwMI_15-5-rgb_front	5.45	If it's comfortable for you, if it's part of your practice, you can bring the arms underneath you into moodrem.
06jk1stVwMI_16-5-rgb_front	3.07	I think she prefers to bring it into moodrem.
06jk1stVwMI_17-5-rgb_front	0.58	Perfect.
06jk1stVwMI_18-5-rgb_front	3.38	Clasp the fingers together, press the arms into the mat.
06jk1stVwMI_19-5-rgb_front	3.9	You also have to come a little bit higher onto those shoulders, lovely.
06jk1stVwMI_2-5-rgb_front	1.08	Are you comfortable?
06jk1stVwMI_20-5-rgb_front	2.93	One more nice breath holding the pose.
06jk1stVwMI_21-5-rgb_front	2.4	Long complete exhale.
06jk1stVwMI_22-5-rgb_front	17.8	Release the hands out to your sides, press up onto your tippy toes, take a nice deep inhale, exhale very slowly, very gently, lowering down one vertebrae at a time.
06jk1stVwMI_23-5-rgb_front	5.48	Always going in and out of bridge as slow as you possibly can.
06jk1stVwMI_24-5-rgb_front	1.15	Perfect.
06jk1stVwMI_25-5-rgb_front	5.03	Whenever you're done, you can release the heels back towards the earth.
06jk1stVwMI_26-5-rgb_front	0.73	Beautiful.
06jk1stVwMI_3-5-rgb_front	4.15	I do have a blanket underneath her head for just a little bit of support on her neck.
06jk1stVwMI_4-5-rgb_front	1.58	Alright, bridge pose.
06jk1stVwMI_5-5-rgb_front	11.27	You want to bring your feet about hip width apart, heels slightly closer to the hips than you normally would, arms dropped down to your sides, palms on the earth.
06jk1stVwMI_6-5-rgb_front	2.68	Important to work with your breath in this pose.
06jk1stVwMI_7-5-rgb_front	1.48	Take a nice deep inhale.
06jk1stVwMI_8-5-rgb_front	3.97	As you exhale, press into the feet, lift the hips up slightly.
06jk1stVwMI_9-5-rgb_front	3.38	Now you don't want to take it to the full limit, perfect.
06k75HRlfqc_0-8-rgb_front	4.25	Hi my name is Ashley Ludman from Seaside Yoga here today to talk to you about hot yoga.
06k75HRlfqc_1-8-rgb_front	6.71	So a few years ago Bikram yoga was developed and franchised by Bikram Chadroy.
06k75HRlfqc_10-8-rgb_front	4.0	So hot yoga, hot room, hot practice, hope you enjoy it.
06k75HRlfqc_2-8-rgb_front	8.04	From that branched out a lot of styles of hot yoga that didn't really have anything to do with the franchise of Bikram yoga.
06k75HRlfqc_3-8-rgb_front	6.71	But in essence hot yoga is a yoga style that is practiced within a room that is deliberately heated.
06k75HRlfqc_4-8-rgb_front	3.17	Sometimes up to temperatures of a hundred and ten degrees.
06k75HRlfqc_5-8-rgb_front	6.75	And the purpose of heating the room in a hot yoga class is to create greater detoxification benefits.
06k75HRlfqc_6-8-rgb_front	8.38	So not only are you internally heating through your breath and through the movement of postures from one posture to the next, but the room is externally heated.
06k75HRlfqc_7-8-rgb_front	5.46	And there should be a little bit of humanity within that, that sphere of the room.
06k75HRlfqc_8-8-rgb_front	9.33	You may find various sequences in a hot yoga class where Bikram yoga is one particular sequence and one particular class of twenty six postures.
06k75HRlfqc_9-8-rgb_front	6.12	In the hot yoga class you may find that you are moving through postures in a more flowing way.
06tA1xvaSt8_0-5-rgb_front	9.02	Now, you'll notice with our edges, already sort of peeled away, you're like well, you know, some of the toners coming off, it all looks a little rugged.
06tA1xvaSt8_1-5-rgb_front	6.05	First off, some of the rugged, harder edged effects, that is part of the transfer.
06tA1xvaSt8_10-5-rgb_front	9.1	Cause, yeah, some of the toner will come off, that's part again, part of, sort of part of the effect, but you should still be able to very easily recognize the picture underneath.
06tA1xvaSt8_11-5-rgb_front	2.38	And you shouldn't be taking off big heaps of toner.
06tA1xvaSt8_12-5-rgb_front	2.18	That means you are scrubbing too hard.
06tA1xvaSt8_13-5-rgb_front	11.53	So, with the smooth side, we're going to work in here, all through out the middle, until we have all the paper, that we want all the paper fiber, is going to be off.
06tA1xvaSt8_2-5-rgb_front	8.23	You gotta keep in mind that a lot of those with smoother edges, that the grays and the whites are going to be reduced down to like, you know, darker than wood.
06tA1xvaSt8_3-5-rgb_front	8.37	What's more, if you discover, if you think too much toner's coming off, to the point where you're losing the image, odds are you're scrubbing too hard.
06tA1xvaSt8_4-5-rgb_front	3.48	Go from the rough side, to the smooth side.
06tA1xvaSt8_5-5-rgb_front	7.63	What's more, in terms of getting into, like, the really more detailed areas, where you're just going to be on the basic shape of the shoulder.
06tA1xvaSt8_6-5-rgb_front	13.97	I strong, strongly recommend just rubbing with the smooth side, and having a lot of water, cause this is going to help you, get even more of the paper off.
06tA1xvaSt8_7-5-rgb_front	9.42	And you'll notice that, you know, a lot of the toner underneath here, is staying on, much more so, than what you had on, lower below.
